ID AVG FITS BB_TYPE WORKFLOW PLATFORM NB_PIPELINE PIPELINE NB_CORES BB_NB_FILES DATA_MB LATENCY BANDWITH SIMULATION_S MEASURED_MKSP_S ERR_MKSP MEASURED_WALLTIME_S ERR_WALLTIME
28171221 6 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.416 158.815 0.0780742 201.744 0.27425
28171221 6 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.975 161.306 0.0826441 201.744 0.26652
28171221 6 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.713 159.324 0.0791518 201.744 0.272775
28171221 6 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 148.192 161.622 0.0830947 201.744 0.265444
28171221 6 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.658 159.196 0.0787586 201.744 0.273049
28171221 6 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 148.313 161.838 0.0835693 201.744 0.264843
28171221 6 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.683 159.233 0.0788166 201.744 0.272926
28171221 6 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 148.246 161.71 0.0832629 201.744 0.265179
28171221 6 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.322 158.651 0.0777141 201.744 0.274716
28171221 6 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 148.1 161.501 0.0829806 201.744 0.265903
28171221 6 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.451 158.89 0.0782866 201.744 0.274074
28171221 6 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 148.156 161.591 0.0831445 201.744 0.265625
28171221 6 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.44 158.853 0.0781443 201.744 0.274131
28171221 7 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.202 163.791 0.0951765 188.39 0.213323
28171221 7 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.586 161.14 0.0903207 188.39 0.221902
28171221 7 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.95 163.384 0.0944684 188.39 0.214664
28171221 7 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.38 160.795 0.0896478 188.39 0.222994
28171221 7 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 148.126 163.759 0.095465 188.39 0.213727
28171221 7 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.374 160.417 0.0875386 188.39 0.223024
28171221 7 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.885 162.862 0.0919596 188.39 0.215004
28171221 7 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.709 161.3 0.0904585 188.39 0.221247
28171221 7 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 148.091 163.634 0.0949856 188.39 0.213911
28171221 7 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.722 161.377 0.0908127 188.39 0.221179
28171221 7 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 148.305 163.888 0.0950853 188.39 0.212778
28171221 7 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.622 161.106 0.0899075 188.39 0.221713
28171221 7 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 148.173 163.773 0.0952529 188.39 0.213476
28171221 7 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.465 161.064 0.0906437 188.39 0.222545
28171221 7 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.817 163.164 0.0940626 188.39 0.21537
28171221 7 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.327 160.685 0.0893558 188.39 0.223276
28171221 8 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 147.966 160.887 0.0803097 181.008 0.182542
28171221 8 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.801 159.261 0.0782386 181.008 0.188982
28171221 8 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.843 160.692 0.0799592 181.008 0.183222
28171221 8 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.555 158.625 0.0760947 181.008 0.190342
28171221 8 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 148.042 160.996 0.080465 181.008 0.182127
28171221 8 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 145.996 157.872 0.0752269 181.008 0.193428
28171221 8 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 148.135 161.136 0.0806853 181.008 0.181612
28171221 8 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.418 158.413 0.075718 181.008 0.191094
28171221 8 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 147.986 160.898 0.0802492 181.008 0.182433
28171221 8 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.769 158.964 0.0767181 181.008 0.189159
28171221 8 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 148.084 161.248 0.0816423 181.008 0.181895
28171221 8 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.628 158.726 0.0762231 181.008 0.189939
28171221 8 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.868 160.937 0.0812089 181.008 0.183088
28171221 8 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.584 158.781 0.0768175 181.008 0.190179
28171221 8 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 148.082 161.074 0.0806597 181.008 0.181904
28171221 8 Y PRIVATE swarp-9.dax cori.xml 16 9 1 32 768.516 0.117647 2.32143 146.485 158.522 0.0759349 181.008 0.190727
28171221 9 Y PRIVATE swarp-0.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 148.198 161.35 0.0815125 170.086 0.128689
28171221 9 Y PRIVATE swarp-1.dax cori.xml 16 1 1 32 768.516 0.117647 2.32143 146.803 159.148 0.0775652 170.086 0.136886
28171221 9 Y PRIVATE swarp-10.dax cori.xml 16 10 1 32 768.516 0.117647 2.32143 147.756 160.661 0.0803246 170.086 0.131287
28171221 9 Y PRIVATE swarp-11.dax cori.xml 16 11 1 32 768.516 0.117647 2.32143 146.507 158.714 0.0769075 170.086 0.138626
28171221 9 Y PRIVATE swarp-12.dax cori.xml 16 12 1 32 768.516 0.117647 2.32143 147.852 160.806 0.0805552 170.086 0.130721
28171221 9 Y PRIVATE swarp-13.dax cori.xml 16 13 1 32 768.516 0.117647 2.32143 146.508 158.688 0.0767516 170.086 0.138622
28171221 9 Y PRIVATE swarp-14.dax cori.xml 16 14 1 32 768.516 0.117647 2.32143 147.982 161.032 0.0810361 170.086 0.129955
28171221 9 Y PRIVATE swarp-15.dax cori.xml 16 15 1 32 768.516 0.117647 2.32143 146.844 159.219 0.0777227 170.086 0.136649
28171221 9 Y PRIVATE swarp-2.dax cori.xml 16 2 1 32 768.516 0.117647 2.32143 148.122 161.244 0.0813796 170.086 0.129135
28171221 9 Y PRIVATE swarp-3.dax cori.xml 16 3 1 32 768.516 0.117647 2.32143 146.983 159.45 0.0781876 170.086 0.135832
28171221 9 Y PRIVATE swarp-4.dax cori.xml 16 4 1 32 768.516 0.117647 2.32143 148.135 161.266 0.0814198 170.086 0.129054
28171221 9 Y PRIVATE swarp-5.dax cori.xml 16 5 1 32 768.516 0.117647 2.32143 146.602 158.834 0.0770098 170.086 0.138071
28171221 9 Y PRIVATE swarp-6.dax cori.xml 16 6 1 32 768.516 0.117647 2.32143 147.898 160.892 0.080761 170.086 0.130451
28171221 9 Y PRIVATE swarp-7.dax cori.xml 16 7 1 32 768.516 0.117647 2.32143 146.489 158.658 0.0766959 170.086 0.138733
28171221 9 Y PRIVATE swarp-8.dax cori.xml 16 8 1 32 768.516 0.117647 2.32143 147.846 160.801 0.0805662 170.086 0.130759
